#bin,name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
"705","ENST00000770655.1","chr2","+","15782256","15785756","15782256","15782256","3","15782256,15783146,15785154,","15782434,15783191,15785756,","0","LINC01804","none","none","-1,-1,-1,"
"705","ENST00000770654.1","chr2","+","15782335","15786618","15782335","15782335","3","15782335,15783146,15785154,","15782722,15783191,15786618,","0","LINC01804","none","none","-1,-1,-1,"
"705","ENST00000770656.1","chr2","+","15782646","15785756","15782646","15782646","4","15782646,15783146,15784210,15785154,","15782722,15783191,15784363,15785756,","0","LINC01804","none","none","-1,-1,-1,-1,"
"705","ENST00000770657.1","chr2","+","15782669","15785756","15782669","15782669","3","15782669,15783146,15785154,","15782842,15783191,15785756,","0","LINC01804","none","none","-1,-1,-1,"
"705","ENST00000770658.1","chr2","+","15782686","15785756","15782686","15782686","4","15782686,15783146,15784210,15785154,","15782842,15783191,15784363,15785756,","0","LINC01804","none","none","-1,-1,-1,-1,"
"705","ENST00000448379.1","chr2","-","15801746","15810877","15801746","15801746","2","15801746,15810734,","15802090,15810877,","0","ENSG00000237326","none","none","-1,-1,"
"706","ENST00000365290.1","chr2","+","15864934","15865051","15864934","15864934","1","15864934,","15865051,","0","RNU5E-7P","none","none","-1,"
"706","ENST00000458916.1","chr2","+","15903668","15903772","15903668","15903668","1","15903668,","15903772,","0","ENSG00000238371","none","none","-1,"
"706","ENST00000817295.1","chr2","+","15908663","15936026","15908663","15908663","3","15908663,15921567,15935773,","15908796,15921697,15936026,","0","MYCNUT","none","none","-1,-1,-1,"
"706","ENST00000817296.1","chr2","+","15908702","15936024","15908702","15908702","2","15908702,15935773,","15908796,15936024,","0","MYCNUT","none","none","-1,-1,"
"706","ENST00000817297.1","chr2","+","15908702","15936024","15908702","15908702","3","15908702,15921567,15935773,","15908796,15921734,15936024,","0","MYCNUT","none","none","-1,-1,-1,"
"706","ENST00000817302.1","chr2","+","15908703","15936016","15908703","15908703","4","15908703,15920962,15921567,15935773,","15908796,15921063,15921734,15936016,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817307.1","chr2","+","15908705","15922680","15908705","15908705","2","15908705,15921567,","15908796,15922680,","0","MYCNUT","none","none","-1,-1,"
"706","ENST00000817306.1","chr2","+","15908705","15936011","15908705","15908705","4","15908705,15913961,15921567,15935773,","15908796,15914158,15921734,15936011,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817305.1","chr2","+","15908705","15936016","15908705","15908705","4","15908705,15920962,15921567,15935773,","15908796,15921063,15921697,15936016,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817301.1","chr2","+","15908705","15936018","15908705","15908705","4","15908705,15920888,15921567,15935773,","15908796,15921063,15921697,15936018,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817303.1","chr2","+","15908705","15936018","15908705","15908705","4","15908705,15920898,15921567,15935773,","15908796,15921063,15921697,15936018,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817300.1","chr2","+","15908705","15936022","15908705","15908705","4","15908705,15920974,15921567,15935773,","15908796,15921063,15921697,15936022,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817298.1","chr2","+","15908705","15936024","15908705","15908705","4","15908705,15913961,15921567,15935773,","15908796,15914158,15921697,15936024,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817299.1","chr2","+","15908705","15936024","15908705","15908705","3","15908705,15913961,15935773,","15908796,15914158,15936024,","0","MYCNUT","none","none","-1,-1,-1,"
"706","ENST00000817294.1","chr2","+","15908705","15937784","15908705","15908705","4","15908705,15921567,15935773,15937624,","15908796,15921697,15935828,15937784,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000817304.1","chr2","+","15908707","15936018","15908707","15908707","4","15908707,15921567,15928803,15935773,","15908796,15921697,15928874,15936018,","0","MYCNUT","none","none","-1,-1,-1,-1,"
"706","ENST00000641950.2","chr2","-","15918349","15941248","15918349","15918349","3","15918349,15922020,15940973,","15921122,15922190,15941248,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000433810.1","chr2","+","15920398","15936017","15920398","15920398","3","15920398,15921567,15935773,","15921063,15921697,15936017,","0","MYCNUT","none","none","-1,-1,-1,"
"706","ENST00000817584.1","chr2","-","15936264","15941286","15936264","15936264","3","15936264,15938499,15940973,","15937176,15938725,15941286,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000641263.1","chr2","-","15936264","15941582","15936264","15936264","4","15936264,15938499,15940973,15941531,","15937176,15938725,15941097,15941582,","0","MYCNOS","none","none","-1,-1,-1,-1,"
"706","ENST00000885101.1","chr2","+","15938395","15947004","15942064","15946097","5","15938395,15939542,15940903,15941947,15945492,","15938653,15940743,15941053,15942854,15947004,","0","MYCN","cmpl","cmpl","-1,-1,-1,0,1,"
"706","ENST00000419083.7","chr2","-","15939330","15941753","15939330","15939330","3","15939330,15940973,15941531,","15940351,15941097,15941753,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000817589.1","chr2","-","15939508","15941310","15939508","15939508","1","15939508,","15941310,","0","MYCNOS","none","none","-1,"
"706","ENST00000641387.3","chr2","-","15939508","15941434","15939508","15939508","2","15939508,15940973,","15940351,15941434,","0","MYCNOS","none","none","-1,-1,"
"706","ENST00000817586.1","chr2","-","15939893","15942537","15939893","15939893","3","15939893,15940973,15942381,","15940351,15941097,15942537,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000817587.1","chr2","-","15939895","15942433","15939895","15939895","3","15939895,15940973,15942118,","15940351,15941097,15942433,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000641534.2","chr2","-","15939895","15942441","15939895","15939895","3","15939895,15940973,15942151,","15940351,15941097,15942441,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000817588.1","chr2","-","15939897","15942433","15939897","15939897","3","15939897,15940973,15941920,","15940351,15941097,15942433,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000817585.1","chr2","-","15939897","15943052","15939897","15939897","3","15939897,15940973,15942825,","15940351,15941097,15943052,","0","MYCNOS","none","none","-1,-1,-1,"
"706","ENST00000930195.1","chr2","+","15940472","15947017","15942064","15946097","3","15940472,15941947,15945492,","15941053,15942854,15947017,","0","MYCN","cmpl","cmpl","-1,0,1,"
"706","ENST00000930196.1","chr2","+","15940501","15947022","15942064","15946097","2","15940501,15945492,","15942854,15947022,","0","MYCN","cmpl","cmpl","0,1,"
"706","ENST00000281043.4","chr2","+","15940549","15947004","15942064","15946097","3","15940549,15941947,15945492,","15940743,15942854,15947004,","0","MYCN","cmpl","cmpl","-1,0,1,"
"706","ENST00000638417.1","chr2","+","15940565","15947007","15940586","15946097","2","15940565,15945492,","15940743,15947007,","0","MYCN","cmpl","cmpl","0,1,"
"706","ENST00000703162.1","chr2","+","15943556","15946539","15943556","15943556","2","15943556,15945492,","15943695,15946539,","0","MYCN","none","none","-1,-1,"
"706","ENST00000498686.3","chr2","-","15950688","15950981","15950688","15950688","1","15950688,","15950981,","0","RN7SL104P","none","none","-1,"
"707","ENST00000422415.2","chr2","-","15997048","16062885","15997048","15997048","3","15997048,16062480,16062820,","15997412,16062567,16062885,","0","ENSG00000226764","none","none","-1,-1,-1,"
"707","ENST00000652394.1","chr2","+","16013927","16086234","16013927","16013927","5","16013927,16031955,16034145,16081126,16085288,","16013964,16032111,16034305,16081185,16086234,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000652731.1","chr2","+","16030572","16086307","16030572","16030572","4","16030572,16031955,16081126,16085288,","16030709,16032111,16081185,16086307,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000777279.1","chr2","+","16030572","16086307","16030572","16030572","5","16030572,16031955,16073303,16080897,16085288,","16030709,16032111,16073442,16081185,16086307,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000777280.1","chr2","+","16030574","16086307","16030574","16030574","5","16030574,16031955,16073303,16081126,16085288,","16030709,16032111,16073442,16081185,16086307,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000777281.1","chr2","+","16031982","16086307","16031982","16031982","7","16031982,16042736,16073303,16074164,16080897,16081126,16085288,","16032111,16042781,16073442,16074373,16081018,16081185,16086307,","0","GACAT3","none","none","-1,-1,-1,-1,-1,-1,-1,"
"707","ENST00000777605.1","chr2","+","16036774","16037573","16036774","16036774","2","16036774,16037393,","16037188,16037573,","0","ENSG00000301274","none","none","-1,-1,"
"707","ENST00000426539.1","chr2","+","16050426","16085801","16050426","16050426","4","16050426,16073303,16080897,16085288,","16050677,16073442,16081090,16085801,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000777282.1","chr2","+","16050621","16081117","16050621","16050621","4","16050621,16073303,16074021,16080897,","16050677,16073442,16074373,16081117,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000777283.1","chr2","+","16067488","16086207","16067488","16067488","5","16067488,16073303,16074021,16081126,16085288,","16067578,16073442,16074373,16081185,16086207,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000442387.3","chr2","+","16067495","16081117","16067495","16067495","4","16067495,16073303,16074166,16080897,","16067578,16073442,16074373,16081117,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000777286.1","chr2","+","16068664","16081117","16068664","16068664","4","16068664,16073303,16074021,16080897,","16068770,16073442,16074373,16081117,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000777287.1","chr2","+","16068702","16081117","16068702","16068702","3","16068702,16073303,16080897,","16068770,16073442,16081117,","0","GACAT3","none","none","-1,-1,-1,"
"707","ENST00000777288.1","chr2","+","16069699","16081173","16069699","16069699","3","16069699,16073303,16080897,","16069876,16073442,16081173,","0","GACAT3","none","none","-1,-1,-1,"
"707","ENST00000777285.1","chr2","+","16069706","16086138","16069706","16069706","5","16069706,16073303,16074021,16080897,16085288,","16069876,16073442,16074373,16081185,16086138,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000651908.2","chr2","+","16069708","16086222","16069708","16069708","5","16069708,16073303,16074166,16080897,16085288,","16069876,16073442,16074373,16081185,16086222,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000777284.1","chr2","+","16069720","16086147","16069720","16069720","4","16069720,16073303,16081126,16085288,","16069876,16073442,16081185,16086147,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000777289.1","chr2","+","16069734","16081117","16069734","16069734","2","16069734,16080897,","16069876,16081117,","0","GACAT3","none","none","-1,-1,"
"707","ENST00000651993.2","chr2","+","16069790","16086307","16069790","16069790","5","16069790,16073303,16074166,16081126,16085288,","16069876,16073442,16074373,16081185,16086307,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000777290.1","chr2","+","16070477","16081108","16070477","16070477","4","16070477,16073303,16074166,16080897,","16070697,16073442,16074373,16081108,","0","GACAT3","none","none","-1,-1,-1,-1,"
"707","ENST00000651705.1","chr2","+","16070532","16085801","16070532","16070532","5","16070532,16073303,16074021,16080897,16085288,","16070697,16073442,16074373,16081185,16085801,","0","GACAT3","none","none","-1,-1,-1,-1,-1,"
"707","ENST00000777291.1","chr2","+","16070581","16081173","16070581","16070581","3","16070581,16073303,16080897,","16070697,16073442,16081173,","0","GACAT3","none","none","-1,-1,-1,"
"84","ENST00000412294.6","chr2","+","12007117","12578348","12007117","12007117","6","12007117,12007746,12166737,12308687,12558205,12576816,","12007227,12007843,12166855,12308784,12558444,12578348,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000653212.1","chr2","+","12277731","12562924","12277731","12277731","6","12277731,12308687,12416088,12558205,12561099,12562143,","12277873,12308784,12416286,12558444,12561265,12562924,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000840287.1","chr2","+","12314234","12561214","12314234","12314234","4","12314234,12416088,12558205,12561099,","12314405,12416286,12558444,12561214,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"10","ENST00000664018.1","chr2","+","12314316","12702913","12314316","12314316","6","12314316,12340217,12558205,12561099,12674228,12702096,","12314405,12340301,12558444,12561265,12674347,12702913,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000412606.2","chr2","+","12314320","12562617","12314320","12314320","4","12314320,12558205,12561099,12562143,","12314405,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000653484.1","chr2","+","12390150","12562617","12390150","12390150","5","12390150,12416088,12558205,12561099,12562143,","12390205,12416286,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000667283.1","chr2","+","12390171","12562617","12390171","12390171","4","12390171,12558205,12561099,12562143,","12390205,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000654108.1","chr2","+","12390172","12562617","12390172","12390172","5","12390172,12397521,12558205,12561099,12562143,","12390205,12398370,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000840288.1","chr2","+","12398041","12561213","12398041","12398041","4","12398041,12416088,12558205,12561099,","12398370,12416286,12558444,12561213,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"680","ENST00000840696.1","chr2","-","12501318","12507354","12501318","12501318","4","12501318,12505101,12506619,12506986,","12501745,12505188,12506721,12507354,","0","ENSG00000309390","none","none","-1,-1,-1,-1,"
"680","ENST00000840697.1","chr2","-","12501324","12507075","12501324","12501324","3","12501324,12505101,12506986,","12501745,12505188,12507075,","0","ENSG00000309390","none","none","-1,-1,-1,"
"680","ENST00000840478.1","chr2","-","12535716","12544017","12535716","12535716","2","12535716,12543825,","12535977,12544017,","0","ENSG00000309353","none","none","-1,-1,"
"10","ENST00000840475.1","chr2","-","12535722","12665506","12535722","12535722","3","12535722,12587842,12665430,","12535977,12588007,12665506,","0","ENSG00000309353","none","none","-1,-1,-1,"
"10","ENST00000840477.1","chr2","-","12535725","12583111","12535725","12535725","2","12535725,12582790,","12535977,12583111,","0","ENSG00000309353","none","none","-1,-1,"
"10","ENST00000840476.1","chr2","-","12535725","12665506","12535725","12535725","4","12535725,12555338,12587842,12665430,","12535977,12555413,12588007,12665506,","0","ENSG00000309353","none","none","-1,-1,-1,-1,"
"10","ENST00000840289.1","chr2","+","12558205","12702903","12558205","12558205","3","12558205,12674228,12702096,","12558444,12674347,12702903,","0","MIR3681HG","none","none","-1,-1,-1,"
"10","ENST00000840290.1","chr2","+","12561031","12702919","12561031","12561031","3","12561031,12674228,12702096,","12561265,12674347,12702919,","0","MIR3681HG","none","none","-1,-1,-1,"
"680","ENST00000840306.1","chr2","+","12561088","12562617","12561088","12561088","2","12561088,12562143,","12561265,12562617,","0","MIR3681HG","none","none","-1,-1,"
"10","ENST00000840291.1","chr2","+","12561099","12702914","12561099","12561099","4","12561099,12562143,12674228,12702096,","12561265,12562394,12674347,12702914,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"10","ENST00000840292.1","chr2","+","12561099","12702914","12561099","12561099","4","12561099,12576816,12674228,12702096,","12561265,12576879,12674347,12702914,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"681","ENST00000414086.1","chr2","+","12598986","12605145","12598986","12598986","4","12598986,12602447,12603023,12605092,","12599109,12602632,12603061,12605145,","0","ENSG00000223360","none","none","-1,-1,-1,-1,"
"84","ENST00000852426.1","chr2","+","11677543","11826537","11765541","11824791","22","11677543,11713755,11765532,11767762,11771371,11773619,11776088,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11677728,11713812,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961822.1","chr2","+","11677543","11827392","11765541","11824791","21","11677543,11713755,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11677728,11713812,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827392,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961823.1","chr2","+","11677545","11827392","11765541","11824791","21","11677545,11713755,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11677613,11713812,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827392,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000449576.6","chr2","+","11677594","11824887","11677647","11824791","22","11677594,11713755,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11677728,11713812,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11824887,","0","LPIN1","cmpl","cmpl","0,0,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852427.1","chr2","+","11716142","11827409","11765541","11824791","20","11716142,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11716296,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827409,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961824.1","chr2","+","11716240","11826486","11765541","11824791","21","11716240,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11716296,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826486,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000396097.5","chr2","+","11724333","11827405","11741419","11824791","22","11724333,11741348,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11724539,11741428,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827405,","0","LPIN1","cmpl","cmpl","-1,0,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000425416.6","chr2","+","11724333","11827405","11741419","11824791","21","11724333,11741348,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11724539,11741428,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827405,","0","LPIN1","cmpl","cmpl","-1,0,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000396099.5","chr2","+","11724351","11824863","11741419","11804502","22","11724351,11741348,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804427,11805069,11815087,11819483,11820410,11824631,","11724642,11741428,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11824863,","0","LPIN1","cmpl","cmpl","-1,0,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,-1,-1,-1,-1,-1,"
"84","ENST00000961825.1","chr2","+","11744318","11826511","11765541","11824791","21","11744318,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11744402,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826511,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961826.1","chr2","+","11746584","11827405","11765541","11824791","22","11746584,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11805539,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11805719,11815240,11819598,11820514,11827405,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,2,0,2,"
"84","ENST00000256720.6","chr2","+","11746587","11827409","11765541","11824791","20","11746587,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827409,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852433.1","chr2","+","11746592","11826513","11765541","11824791","20","11746592,11765538,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826513,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852432.1","chr2","+","11746595","11826537","11765541","11824791","18","11746595,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11824631,","11746671,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11826537,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,"
"84","ENST00000852428.1","chr2","+","11746595","11827397","11765541","11824791","21","11746595,11765532,11767762,11771371,11773619,11776088,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827397,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961829.1","chr2","+","11746601","11826537","11765541","11824791","22","11746601,11755746,11765532,11767762,11771371,11773619,11776088,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11755864,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852429.1","chr2","+","11746601","11827395","11765541","11824791","22","11746601,11755746,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11755864,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827395,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961828.1","chr2","+","11746624","11827383","11765541","11824791","20","11746624,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11819598,11820514,11827383,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,0,2,"
"84","ENST00000852430.1","chr2","+","11746624","11827388","11765541","11824791","21","11746624,11755746,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11755864,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827388,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852442.1","chr2","+","11746629","11825997","11765541","11824791","22","11746629,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11805524,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11805719,11815240,11819598,11820514,11825997,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,2,0,2,"
"84","ENST00000852434.1","chr2","+","11746629","11826539","11765541","11824791","19","11746629,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11826539,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,"
"84","ENST00000674199.1","chr2","+","11746631","11827409","11765541","11824791","21","11746631,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827409,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
